,UserID,location,newyork
186,37986319.0,"Brooklyn, NY",1
187,90264366.0,Brooklyn,1
188,190338621.0,"Brooklyn, NY",1
189,2960165476.0,"Brooklyn, NY",1
190,47333471.0,"Brooklyn, NY",1
191,2975422095.0,"Brooklyn, NY",1
192,109455792.0,NYC,1
193,2950870316.0,None,0
194,138006229.0,"Brooklyn, NY",1
195,575145094.0,None,0
196,289679907.0,NYC / JC,1
197,1515534282.0,"Brooklyn, New York",1
198,593322276.0,None,0
199,3095536472.0,manchester,0
200,2305248895.0,"Brooklyn, NY",1
201,1001036474.0,"New York, NY",1
202,1164019081.0,None,0
203,459633098.0,"Park Slope, Brooklyn, NYC",1
204,351338467.0,NYC | MIA,1
205,78890166.0,"New York, NY",1
206,2779997906.0,"Brooklyn, New York",1
207,380472453.0,"brooklyn, ny",1
208,144805516.0,None,0
209,3080566319.0,New York City,1
210,48336350.0,North Dallas Texas,0
211,21440400.0,Brooklyn,1
212,287553595.0,"New York, New York ",1
213,122481454.0,New York City  (212) 982-8888,1
214,3107573584.0,None,0
215,169013871.0,None,0
216,53361919.0,None,0
217,17188950.0,"San Diego, California",0
218,2680125248.0,"38 W. 39th Street, NYC 10018",1
219,41376044.0,"Brooklyn, NY",1
220,3106169536.0,None,0
221,67050403.0,None,0
222,2820007852.0,"Brooklyn, NY ",1
223,609289274.0,.New York. .New York.,1
224,453665254.0,None,0
225,3056907951.0,"Brooklyn, NY",1
226,98542569.0,ATL/NYC,1
227,1380003817.0,New Brooklyn,1
228,604274756.0,"New York, NY",1
229,29378805.0,"Queens, New York",1
230,2700253114.0,"Cincinnati, Ohio",0
231,3097071873.0,None,0
232,303538526.0,"NYC, NY",1
233,16539870.0,Brooklyn,1
234,82799402.0,None,0
235,2813610301.0,"Brooklyn, NY",1
236,94047958.0,None,0
237,57092537.0,brooklyn ny,1
238,14258917.0,"New York, NY",1
239,3104641966.0,Brooklyn Heights,1
240,919559761.0,None,0
241,3084422803.0,"Chicago, United States",0
242,3061367871.0,None,0
243,2963052659.0,None,0
244,2905602611.0,"Philadelphia, PA",0
245,2651770698.0,"Brooklyn, NY",1
246,1598858395.0,None,0
247,17085087.0,"San Diego, CA",0
248,1009119775.0,halfmoon ny,1
249,1599532117.0,"New York, NY",1
250,3103015601.0,"Brooklyn, NY",1
251,2790171461.0,NYC,1
252,898182547.0,NYC,1
253,3102153265.0,"Brooklyn, NY",1
254,97511057.0,"Brooklyn, NY",1
255,905158464.0,Around the world,0
256,1070835673.0,None,0
257,3081673405.0,"California, United States",0
258,3024856557.0,"New York, NY",1
259,126045648.0,new york,1
260,3093334797.0,None,0
261,2708122500.0,New York,1
262,43660645.0,New York City,1
263,857484494.0,None,0
264,60822724.0,None,0
265,38747760.0,NYC   -- // - ,1
266,1340228365.0,None,0
267,3097471220.0,None,0
268,24417870.0,Manhattan,1
269,2787909328.0,None,0
270,255070598.0,Villavicencio/Meta,0
271,2431225814.0,None,0
272,18607893.0,brooklyn,1
273,22450194.0,NYC,1
274,2122571.0,"T: 40.737538,-74.030905",0
275,378522031.0,Los Angeles,0
276,2407844209.0,New York City,1
277,393985909.0,"Austin, TX",0
278,124053234.0,Chicago,0
279,2915556563.0,"367 Bedford Ave, Brooklyn",1
280,2377514835.0,Newark-bred  Brooklyn-based,1
281,239233506.0,"Huntington Beach, CA",0
282,22661876.0,Galway,0
283,3099549615.0,None,0
284,944377628.0,"Brooklyn, NY",1
285,2761679380.0,None,0
286,454500509.0,NYC,1
287,18589410.0,None,0
288,437532592.0,"New York, NY",1
289,2545532569.0,Florida,0
290,145584674.0,None,0
291,3047663963.0,NIGERIA,0
292,124939672.0,"New York, New York",1
293,288720426.0,Mumbai,0
294,2916014973.0,Fashion Institute of Tech NYC,1
295,583815128.0,New York,1
296,322120671.0,"New York, NY",1
297,418129094.0,None,0
298,3040121396.0,Planet Earth,0
299,772975032.0,New York City,1
300,21463037.0,NYC,1
301,376576590.0,"Brooklyn, N.Y",1
302,1344257930.0,London & Boston,0
303,1462256928.0,None,0
304,247593178.0,"Brooklyn, New York",1
305,2875185083.0,None,0
306,20694821.0,Brooklyn,1
307,132948409.0,New York City,1
308,724183880.0,None,0
309,2362231570.0,Miami-Managua,0
310,592099335.0,NJ,0
311,392629246.0,"nolensville, tn",0
312,28799050.0,"Brooklyn, NY",1
313,1279181755.0,None,0
314,2873677239.0,Royalty Checks & Private Jets,0
315,58124274.0,None,0
316,3000640960.0,Atlanta-Los Angeles,0
317,76842145.0,None,0
318,3093842769.0,"Brooklyn, NY",1
319,102178522.0,"Boston, SF & NYC...",1
320,139924571.0,None,0
321,30278850.0,"T: 40.669439,-73.923789",0
322,249498514.0,"New York, NY",1
323,270701491.0,NYC Metro,1
324,3091568575.0,#Bed-Stuy #Brooklyn #NYC,1
325,38030386.0,"Brooklyn, New York",1
326,449873420.0,New York,1
327,3095399249.0,None,0
328,2800738566.0,"Brooklyn, NY",1
329,547351129.0,None,0
330,77832709.0,718,0
331,3095266655.0,None,0
332,2989089837.0,None,0
333,276769837.0,"131 Allen Street, New York",1
334,320532848.0,"New York, NY",1
335,3092690745.0,Bursa/Turkey,0
336,431250692.0,Ye Olde New England Township,0
337,2999309302.0,None,0
338,299829432.0,None,0
339,3093282711.0,"New York, NY",1
340,1421838625.0,"Brooklyn, NY",1
341,3015214966.0,New York,1
342,2861487487.0,None,0
343,2945222492.0,"Brooklyn, NY",1
344,409597205.0,"New York, NY",1
345,3093419489.0,"Brooklyn, NY",1
346,2498919008.0,"Bushwick, Brooklyn, NYC",1
347,3048347272.0,nyc,1
348,94669107.0,Wayne NJ,0
349,121506759.0,"Brooklyn, NY",1
350,2987343100.0,None,0
351,565996158.0,"brooklyn, ny",1
352,2742036260.0,None,0
353,167214543.0,"New York City, NY, USA",1
354,2775606744.0,global citizen,0
355,359206036.0,nyc,1
356,24272919.0,Brooklyn,1
357,53580809.0,None,0
358,3071728098.0,None,0
359,171335292.0,None,0
360,21079191.0,nyc via san franciscostan,1
361,2279355721.0,"Brooklyn, NY",1
362,1375320476.0,New York,1
363,36247613.0,"Brooklyn, NY",1
364,21607522.0,"Brooklyn, NY / Sweden",1
365,2981118940.0,new york. ,1
366,18948877.0,500 West Washington Street,0
367,2909762744.0,None,0
368,360848817.0,BKLYN NY,1
369,396420732.0,NYC,1
370,737807599.0,None,0
371,3045150203.0,None,0
372,97791565.0,New Orleans,0
373,3093075297.0,i,0
374,376440466.0,"Sunset Park, Brooklyn",1
375,36490450.0,Seattle,0
376,873757824.0,"New York, NY",1
377,2955818951.0,"Brooklyn, NY",1
378,1009621278.0,"New York, NY",1
379,17281437.0,Earth (most days),0
380,15764724.0,Brooklyn,1
381,378691760.0,Uptown Manhattan,1
382,3091965522.0,Brooklyn new York ,1
383,600405562.0,"Brooklyn, NY",1
384,2444867315.0,None,0
385,2416283760.0,"Brooklyn, NY",1
386,529805019.0,NYC,1
387,15726263.0,None,0
388,381184927.0,"Centennial, Colorado 80111",0
389,3044150489.0,"Breezy Point, New York",1
390,1686922141.0,None,0
391,3020659913.0,"Philadelphia, PA",0
392,3092524421.0,USA,0
393,2343210606.0,"Phoenix, Arizona",0
394,570865332.0,None,0
395,3091595586.0,None,0
396,3089204254.0,windsor terrace ,1
397,2535672968.0,89 Wyckoff Ave Bushwick,1
398,81414720.0,New York,1
399,343483455.0,New York City,1
400,1057603063.0,machinimanias@gmail.com,0
401,2334951598.0,None,0
402,97528727.0,New York City,1
403,71705296.0,"Brooklyn, NewYork",1
404,2159587015.0," New York, NY",1
405,98736189.0,None,0
406,41137743.0,NYC,1
407,226208156.0,Stuttgart,0
408,3090856495.0,"New York, NY",1
409,472836527.0,"4 Oliver plunkett Street, Cork",0
410,158057568.0,Los Angeles,0
411,77105105.0,"iPhone: 34.022460,-118.400899",0
412,3003647913.0,None,0
413,341949550.0,NYC,1
414,57234141.0,Oakville/Ottawa,0
415,229451961.0,"New York, NY",1
416,1398044443.0,NYC,1
417,14354249.0,"San Diego, CA",0
418,280705312.0,None,0
419,192677549.0,Brooklyn by way of Newark,1
420,2162234269.0,None,0
421,69906564.0,Los Angeles,0
422,7136012.0,None,0
423,175586993.0,None,0
424,2999127388.0,"awkward, af",0
425,1544061594.0,"Brooklyn, NY & New Orleans, LA",1
426,2926011610.0,None,0
427,2840289839.0,None,0
428,461534497.0,None,0
429,100896690.0,"Brooklyn, NY",1
430,76550663.0,None,0
431,3018755236.0,None,0
432,125827440.0,bawmore merlin ,0
433,3083025719.0,The Rustlands ,0
434,8442372.0,New York,1
435,2827076952.0,Longuyland,0
436,3074031383.0,None,0
437,601116239.0,None,0
438,354465501.0,Brooklyn,1
439,2743936155.0,"Brooklyn, NY",1
440,464051063.0,None,0
441,3011154111.0,"New York, NY",1
442,2669521596.0,None,0
443,3087166129.0,None,0
444,338669823.0,"Brooklyn, NY",1
445,36709603.0,London,0
446,551157091.0,madrid espana,0
447,3092188858.0,"Brooklyn, NY",1
448,583557344.0,"New York, NY",1
449,20216549.0,"Brooklyn, NY",1
450,22881126.0,"Denver, CO",0
451,435498670.0,"Brooklyn, NY",1
452,47352168.0,"Charlotte, NC",0
453,3050178245.0,"East Village/LES Manhattan, NY",1
454,3072008946.0,Seattle,0
455,178031041.0,NYC,1
456,2990810764.0,Brooklyn NY,1
457,49177981.0,None,0
458,3040548850.0,Amsterdam  New York ,1
459,3083493810.0,None,0
460,239694349.0,San Francisco,0
461,266451388.0,None,0
462,3083414371.0,None,0
463,617368691.0,None,0
464,14434071.0,None,0
465,1449879859.0,None,0
466,14239280.0,"iPhone: 45.464703,9.190104",0
467,3082571227.0,"Brooklyn, NY",1
468,3004813522.0,None,0
469,29480700.0,N.Y./FLORIDA/Behind you.,1
470,3073859186.0,New York,1
471,556001872.0,TRANSYLVANIA,0
472,2164714906.0,BKLYN via the 215 and 610,0
473,3018799221.0,"Brooklyn, NY",1
474,47639117.0,brooklyn ,1
475,2961131939.0,None,0
476,2980107322.0,None,0
477,2840612093.0,None,0
478,877957502.0,11215,0
479,2832675136.0,"Queens, NY",1
480,2171511089.0,None,0
481,41178654.0,"New York, NY",1
482,3081326844.0,"Brooklyn, NY",1
483,41736829.0,"Brooklyn, NY",1
484,26143.0,New York City,1
485,179046929.0,New York,1
486,408116629.0,None,0
487,467805862.0,None,0
488,3079888956.0,None,0
489,1359397236.0,None,0
490,1601437561.0,None,0
491,132466790.0,leeds,0
492,320924910.0,None,0
493,2917939534.0,NY,1
494,394864040.0,Greater Des Moines Area,0
495,2355841015.0,"Auckland, New Zealand",0
496,123453721.0,Brooklyn,1
497,3073056407.0,None,0
498,66929521.0,brooklyn,1
499,239893463.0,Brooklyn,1
500,34447695.0,NYC,1
501,18785105.0,New York City,1
502,376826742.0,"New York, New York",1
503,2559996398.0,"Brooklyn, NY",1
504,1075327718.0,Brooklyn,1
505,2865654621.0,nyc,1
506,418762420.0,"New York, NY",1
507,3091322747.0,Brooklyn/Los Angeles/Seattle,1
508,355265107.0,New York City,1
509,2775988102.0,New York City,1
510,3091152081.0,None,0
511,270308816.0,NYC. Oops.,1
512,719198519.0,None,0
513,382539264.0,None,0
514,38980321.0,Brooklyn/Catskills,1
515,2922173509.0,International,0
516,17147707.0,San Franciso,0
517,17033732.0,None,0
518,50458495.0,"Chelsea, New York, NY",1
519,228474632.0,New York Metropolis,1
520,1077178118.0,"Hell's Kitchen, NYC",1
521,3087787455.0,NYC,1
522,192248791.0,Brooklyn,1
523,116334413.0,New York City,1
524,2600443598.0,None,0
525,36516110.0,"New York, NY",1
526,3089473985.0,None,0
527,2379574501.0,"Brooklyn, New York",1
528,185304759.0,brooklyn,1
529,493047676.0,None,0
530,1950121483.0,"Brooklyn, NY",1
531,2920000718.0,  ,0
532,28254378.0,None,0
533,301069188.0,"Brooklyn, NY",1
534,15972756.0,NYC,1
535,29607242.0,"Queens, NY",1
536,214707285.0,the 4th dimension,1
537,2317662440.0,New York City,1
538,18394380.0,"iPhone: 43.160339,-77.565468",0
539,101866198.0,"40-C Marble Loop, SI NY 10309",1
540,1602666595.0,Fleek?,0
541,16592139.0,"Greenpoint, Brooklyn, NY",1
542,375760645.0,New Jersey,0
543,403495259.0,None,0
544,363538069.0,NYC,1
545,567270665.0,New York ,1
546,2317343324.0,"7446 Ogontz Avenue Phila, PA",0
547,153886868.0,Brooklyn NY,1
548,2387760800.0,Brooklyn,1
549,185024889.0,dc / la / bk,0
550,2952441088.0,mexico df,0
551,628698827.0,Brooklyn,1
552,70862963.0,"Brooklyn, NY",1
553,2430576818.0,None,0
554,14652835.0,None,0
555,2647739781.0,BROOKLYN,1
556,404211535.0,None,0
557,949832564.0,"Brooklyn, NY",1
558,2753307137.0,New York,1
559,453793318.0,None,0
560,2616132788.0,New York City,1
561,22926745.0,NYC,1
562,218521924.0,Manhattan,1
563,70946877.0,"GEO: 45.066667,7.7",0
564,2829235544.0,New York,1
565,393588247.0,None,0
566,3055343725.0,Everywhere!!!,0
567,2257938925.0,None,0
568,3038089035.0,NYC,1
569,20666337.0,None,0
570,10726392.0,New York / Florida,1
571,1639412486.0,"Brooklyn, NY",1
572,2997829471.0,Wherever You Are,0
573,226015911.0,Live and breath in USA,0
574,3084356596.0,BROOKLYN,1
575,919490456.0,"Brooklyn, NY",1
576,2308605732.0,None,0
577,116876375.0,Austin + Brooklyn,1
578,54172096.0,None,0
579,543736960.0,None,0
580,2385575742.0,None,0
581,44558745.0,Mumbai ,0
582,3084306736.0,"Brooklyn, NY",1
583,323066603.0,"New York, NY",1
584,3060409609.0,"The Vazquez Brooklyn, NY",1
585,378396264.0,"Brooklyn, NY",1
586,421947698.0,"New York, NY",1
587,1410252524.0,None,0
588,372320592.0,"New York, NY",1
589,37850339.0,Los Angeles,0
590,1191233905.0,New York,1
591,166557673.0,New York,1
592,3082261013.0,"Brooklyn, NY",1
593,2576850594.0,None,0
594,596713343.0,"Brooklyn, NY ",1
595,25666139.0,None,0
596,3083002534.0,Greater NYC Area,1
597,2328874112.0,NYC,1
598,65509510.0,brooklyn,1
599,22552228.0,New York,1
600,861505279.0,"Astoria, NY ",1
601,15951714.0,None,0
602,620979997.0,None,0
603,1068706344.0,London UK,0
604,45752996.0,None,0
605,2265893525.0,None,0
606,2183578218.0,None,0
607,2557073410.0,"Brooklyn, NY",1
608,15877629.0,None,0
609,3033156574.0,Williamsburg and Greenpoint,1
610,1691952228.0,"Brooklyn, NY",1
611,422338511.0,NYC ,1
612,40959771.0,|Los|Angeles|,0
613,304604231.0,"Boerum Hill, Kings County, USA",1
614,42555934.0,"New York, NY",1
615,873038190.0,"Cbus for now, soon to be NYC",1
616,3027775447.0,New York City,1
617,45745569.0,None,0
618,191918188.0,"Oceanside, NY",1
619,166950475.0,Brighton,0
620,3080834098.0,None,0
621,1442530873.0,"new york, new york",1
622,2842673927.0,NYC,1
623,2481657520.0,None,0
624,33584587.0,all up in yo grill,1
625,3080410300.0,None,0
626,1183839204.0,"Brooklyn, NY",1
627,2355857840.0,NYC,1
628,11308402.0,Far from the maddening crowd,0
629,3079513107.0,Australia,0
630,1278879090.0,None,0
631,1653154268.0,nyc,1
632,1911609769.0,"Brooklyn, NYC",1
633,1114946443.0,None,0
634,3241521.0,brooklyn,1
635,2886560951.0,Queens nyc,1
636,77492313.0,"Brooklyn, NY",1
637,2251054321.0,"Brooklyn, NY",1
638,3077663080.0,Brooklyn,1
639,494545015.0,"Brooklyn, NY",1
640,2879158425.0,None,0
641,491044309.0,New London,0
642,2962449711.0,North Brooklyn,1
643,2181458353.0,None,0
644,489092536.0,None,0
645,521589244.0,None,0
646,144940652.0,Brooklyn via Jersey,1
647,2230246723.0,"Boston, MA & Brooklyn, NY",1
648,3067113405.0,718,0
649,2903178029.0,None,0
650,385999098.0,None,0
651,2780589222.0,None,0
652,160070768.0,Boston,0
653,2416227620.0,india,0
654,2449651896.0,"New York, NY",1
655,94151407.0,new york,1
656,593063621.0,(Rap Game Pete Campbell),0
657,2967165934.0,NYC,1
658,115701851.0,London,0
659,1956999734.0,"Astoria, NY",1
660,2996367224.0,NYC,1
661,2239509108.0,None,0
662,1325500561.0,None,0
663,190777093.0,"Brooklyn, NY",1
664,3043278609.0,"Brooklyn, NY",1
665,1020325926.0,"beacon hill, washingtoon, usa",0
666,230824596.0,None,0
667,18105922.0,Californian living in Philly,0
668,507291697.0,None,0
669,119283656.0,San Francisco,0
670,184949956.0,"Detroit, MI and Brooklyn NYC",1
671,411954594.0,None,0
672,64585271.0,"Brooklyn, NY",1
673,297983734.0,"Brooklyn, NY",1
674,295765327.0,Paris,0
675,1543843350.0,"Brooklyn, NY",1
676,58583021.0,Brooklyn,1
677,2288375420.0,None,0
678,46149635.0,New York,1
679,17918225.0,"New York, NY",1
680,18481476.0,"Brooklyn, NY ",1
681,66684034.0,NC,0
682,2800268191.0,New York CIty ,1
683,2950462901.0,None,0
684,1350443377.0,None,0
685,2596591174.0,None,0
686,3027582377.0,"Brooklyn, NY",1
687,371397294.0,"Queens, New York",1
688,385559198.0,None,0
689,3075201010.0,"New York, NY",1
690,236132357.0,New York City,1
691,2976939221.0,"Brooklyn, NY",1
692,1394291.0,"NYC, NY",1
693,1938018212.0,149 Pacific Ave / Jersey City,0
694,158094630.0,Brooklyn,1
695,83939274.0,NYC,1
696,257674189.0,"Brooklyn, New York ",1
697,3028491593.0,World,0
698,2923712890.0,None,0
699,1103906112.0,"Brooklyn, NY",1
700,1952063096.0,"Stamford, CT",0
701,44630997.0,"Philadelphia, PA",0
702,2962634187.0,"Salt Lake City, Utah",0
703,3073860617.0,NYC,1
704,219891952.0,None,0
705,229285099.0,None,0
706,10239222.0,New York,1
707,35821327.0,New York,1
708,1415713458.0,Melbourne,0
709,30703460.0,NYC ,1
710,484997295.0,None,0
711,393845706.0,None,0
712,3040917643.0,None,0
713,3027183671.0,None,0
714,284241195.0,OC | LA | SF | LV | NYC,1
715,56852722.0,NYC | Paris | Travel,1
716,3074056155.0,None,0
717,230939259.0,None,0
718,3073933989.0,None,0
719,15769810.0,"Brooklyn, NY",1
720,2802154692.0,"brooklyn, ny",1
721,2965252120.0,None,0
722,551229601.0,"Brooklyn, New York",1
723,1729665944.0,"Bronx, New York",1
724,20194340.0,NYC,1
725,2980235193.0,None,0
726,3072146373.0,divinopolis,0
727,2494529264.0,None,0
728,896536110.0,NYC,1
729,633319340.0,None,0
730,2324740266.0,None,0
731,2371644247.0,None,0
732,106910290.0,Brooklyn,1
733,796811905.0,New York City,1
734,1517101158.0,32 old slip - 8th Floor - New ,0
735,241160752.0,"Brooklyn, NY",1
736,77511015.0,"NYC, Brooklyn, Queens, Bronx",1
737,1094099594.0,Toronto,0
738,2791866195.0,"Brooklyn, NY",1
739,1897795724.0,NYC,1
740,248572210.0,None,0
741,47169917.0,New York City~!,1
742,3062014406.0,"Brooklyn, NY",1
743,2802481556.0,New York,1
744,858722365.0,None,0
745,378835670.0,"Tallahassee, FL",0
746,3071216103.0,None,0
747,2919054857.0,"Astoria, NY ",1
748,1355370384.0,None,0
749,29387819.0,NYC /emily@findspark.com,1
750,26183411.0,"New York, NY",1
751,81385314.0,None,0
752,2979489094.0,queens,1
753,18223694.0,"Brooklyn, NY fuugettabouit",1
754,84390590.0,None,0
755,3061569192.0,None,0
756,134207682.0,"Hoboken, N.J.",0
757,48420378.0,"Manhattan, NY",1
758,371041744.0,Brooklyn,1
759,1948305038.0,"Brooklyn, NY",1
760,105217842.0,Brooklyn,1
761,1444201.0,"Brooklyn, NY",1
762,107523266.0,"Brooklyn, NY",1
763,2664283696.0,None,0
764,2854495027.0,bklyn,0
765,1956409956.0,None,0
766,20638665.0,Brooklyn,1
767,2987603303.0,None,0
768,2994699029.0,New York City,1
769,2416313179.0,"Brooklyn, NY",1
770,3060635677.0,Instagram @GenevieveLiberte ,0
771,17302537.0,"Earth, for now",0
772,2989339518.0,None,0
773,1398240258.0,None,0
774,424507260.0,GE (Swiss),0
775,18360671.0,"Lima, Peru",0
776,2054171.0,Brooklyn,1
777,261128003.0,New York City,1
778,20102667.0,"Brooklyn, NY",1
779,28207778.0,NYC / Buenos Aires,1
780,42696021.0,BK NYC,1
781,15920539.0,"Brooklyn, NY",1
782,2851634626.0,"Toronto, Ontario, Canada",0
783,2375915899.0,None,0
784,3068223053.0,None,0
785,27709921.0,NYC,1
786,2859896331.0,None,0
787,131675552.0,"New York, NY",1
788,24661753.0,NYC,1
789,1364404976.0,NYC,1
790,3055418004.0,8-21F,0
791,716044325.0,"Denver, Colorado",0
792,489984280.0,None,0
793,1218389846.0,"Brooklyn, NY",1
794,1247935429.0,Either Boston or New York,1
795,1637033400.0,None,0
796,215598953.0,"Jersey City, NJ, USA",0
797,2810267238.0,United States,0
798,1525952370.0,Brooklyn,1
799,39800772.0,"Brooklyn, NY",1
800,2800275365.0,Brooklyn,1
801,14317810.0,NYC,1
802,1562518992.0,"Brooklyn, NY",1
803,3056032469.0,"Brooklyn, NY",1
804,2222281022.0,"Brooklyn, New York",1
805,14097000.0,new york city,1
806,224773680.0,None,0
807,411749148.0,"New York,NY",1
808,243427230.0,None,0
809,21136869.0,"Brooklyn, NY",1
810,391547128.0,None,0
811,150812769.0,War Room Phenomenon,0
812,30595459.0,None,0
813,512847275.0,"Brooklyn, NY",1
814,19634161.0,new york,1
815,3030211567.0,None,0
816,1063857781.0,Brookyln,0
817,466656154.0,NYC,1
