Photo URL,created_time,Location,Zip Code,Like Count,hashtags,caption
http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10848072_1526793220907715_381140285_n.jpg,2014-12-12 14:51:13,"Location: 214805307 (Point: (40.758614, -73.985575))",10001,0,"['#alleredeintegreret', '#48.etage', '#firstlegaldrink', '#hurraforfakeid']","Comment: malourohde said ""Første aften i New York 👌 #alleredeintegreret #48.etage #firstlegaldrink #hurraforfakeid 🍸🍷 @bogstavlakris"""
http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/10832223_657731127673671_714474938_n.jpg,2014-12-12 14:51:08,"Location: 0 (Point: (40.754867432, -73.991822088))",10001,0,"['#truth', '#preach', '#life', '#growingup', '#growingold', '#happiness""']","Comment: gowithhappiness said ""Growing old is mandatory. Growing up is optional. #truth #preach #life #growingup #growingold #happiness"""
http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/10817945_811788515553528_1697613459_n.jpg,2014-12-12 14:51:07,"Location: 243839297 (Point: (40.765105, -73.97843))",10001,0,['#TheAvenue'],"Comment: parkhyattny said ""All things that sparkle & shine: #TheAvenue features @Edie_Parker through the new year ✨"""
http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10853159_1612871618936841_1879020629_n.jpg,2014-12-12 14:51:07,"Location: 0 (Point: (40.741217035, -74.004704601))",10001,0,"['#NestFireTruck!!', '#BrandAmbassadorsFTW""']","Comment: tfitzsimons430 said ""Come join us at the #NestFireTruck!! 14th st and 9th ave #BrandAmbassadorsFTW"""
http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10844068_1513700178899018_1422518565_n.jpg,2014-12-12 14:51:06,"Location: 3328166 (Point: (40.738205, -73.990457))",10001,0,"['#setlife""']","Comment: luckymakeup said ""Gorgeous studio. #setlife"""
http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/10810008_436354876516426_2058681952_n.jpg,2014-12-12 14:51:05,"Location: 34785 (Point: (40.745822381, -73.988202139))",10001,0,"['#cartodb14', '#acehotel', '#dreamjob', '#startuplife""']","Comment: yurgosky said ""Excited to see @cartodb present #cartodb14 at the #acehotel #dreamjob #startuplife"""
http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10838893_696508113799393_1638627132_n.jpg,2014-12-12 14:51:05,"Location: 0 (Point: (40.776894916, -73.988717287))",10001,0,['#Boxing'],"Comment: supremeteamboxing said ""We train beginners & all levels! Come join one of our great #Boxing classes with @itscoachnelson & @thebestdamntrainer to get in the best shape of your life!👊 Sign up here www.learn2box.com  @scn2312"""
http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10817896_402072573282366_206488799_n.jpg,2014-12-12 14:51:05,"Location: 0 (Point: (40.736602398, -73.994331381))",10001,0,"['#Repost', '#bts""']","Comment: jillums said ""My boo @jasonnart is always camera ready fierce 🎥🎥🌟🌟🌟 #Repost @swervefitness with @repostapp. ・・・ @foxnews is in the building! Behind the scenes with @jasonnart #bts"""
http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/10853056_1578827055683722_1247784260_n.jpg,2014-12-12 14:51:05,"Location: 0 (Point: (40.753344807, -73.990110447))",10001,0,"['#XOXO', '#upcycled', '#siblinglove', '#familytime', '#madeinbrooklyn', '#lilamae""']","Comment: lilamaeusa said ""Spread the love this holiday with our adorable #XOXO pillow! #upcycled #siblinglove #familytime #madeinbrooklyn #lilamae"""
http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/924057_241381626037022_1018522636_n.jpg,2014-12-12 14:51:03,"Location: 219398521 (Point: (40.723390929, -73.999617255))",10001,0,['#ChristmasinNYC'],"Comment: mellii_mel said ""Look at that tree 👀 #ChristmasinNYC 🎄"""
