10001 , 40.750742 , -73.99653
10002 , 40.71704 , -73.987
10003 , 40.732509 , -73.98935
10004 , 40.699226 , -74.04118
10005 , 40.706019 , -74.00858
10006 , 40.707904 , -74.01342
10007 , 40.714754 , -74.00721
10009 , 40.727093 , -73.97864
10010 , 40.739022 , -73.98205
10011 , 40.741012 , -74.00012
10012 , 40.72596 , -73.99834
10013 , 40.720666 , -74.00526
10014 , 40.734718 , -74.00532
10016 , 40.74618 , -73.97759
10017 , 40.752159 , -73.97231
10018 , 40.755101 , -73.99337
10019 , 40.765714 , -73.9856
10020 , 40.758667 , -73.98024
10021 , 40.76842 , -73.96045
10022 , 40.759015 , -73.96732
10023 , 40.776099 , -73.98285
10024 , 40.786387 , -73.97709
10025 , 40.798502 , -73.96811
10026 , 40.802853 , -73.95471
10027 , 40.812665 , -73.95499
10028 , 40.776777 , -73.9541
10029 , 40.791586 , -73.94575
10030 , 40.818151 , -73.94351
10031 , 40.826201 , -73.94879
10032 , 40.840686 , -73.94154
10033 , 40.848764 , -73.93496
10034 , 40.867653 , -73.92
10035 , 40.802395 , -73.93359
10036 , 40.759511 , -73.99019
10037 , 40.813385 , -73.93616
10038 , 40.709677 , -74.00365
10039 , 40.826181 , -73.9371
10040 , 40.858704 , -73.92853
10044 , 40.762174 , -73.94917
10069 , 40.775477 , -73.9905
10103 , 40.760915 , -73.97785
10110 , 40.753987 , -73.980811
10111 , 40.759235 , -73.97775
10112 , 40.759291 , -73.97979
10115 , 40.810906 , -73.96375
10119 , 40.750824 , -73.99289
10128 , 40.781894 , -73.95039
10152 , 40.758611 , -73.97223
10153 , 40.763742 , -73.97268
10154 , 40.757986 , -73.97267
10162 , 40.769334 , -73.94893
10165 , 40.752354 , -73.9789
10167 , 40.754862 , -73.97495
10168 , 40.751933 , -73.976794
10169 , 40.754463 , -73.97606
10170 , 40.752859 , -73.97608
10171 , 40.756099 , -73.97401
10172 , 40.755494 , -73.97447
10173 , 40.754302 , -73.97955
10174 , 40.751656 , -73.97516
10177 , 40.755345 , -73.97609
10199 , 40.750308 , -74.00058
10271 , 40.708669 , -74.01043
10278 , 40.715721 , -74.00395
10279 , 40.713062 , -74.00857
10280 , 40.707467 , -74.0178
10282 , 40.717179 , -74.01433
10301 , 40.631775 , -74.09432
10302 , 40.631127 , -74.13715
10303 , 40.629448 , -74.16239
10304 , 40.60787 , -74.08991
10305 , 40.599021 , -74.07503
10306 , 40.569394 , -74.11785
10307 , 40.508274 , -74.24387
10308 , 40.551353 , -74.15098
10309 , 40.529749 , -74.21304
10310 , 40.63212 , -74.11551
10311 , 40.605245 , -74.179485
10312 , 40.543117 , -74.17628
10314 , 40.606337 , -74.14513
10451 , 40.819729 , -73.9223
10452 , 40.838745 , -73.92234
10453 , 40.853017 , -73.91214
10454 , 40.805968 , -73.91628
10455 , 40.815559 , -73.90771
10456 , 40.829676 , -73.90856
10457 , 40.846745 , -73.89861
10458 , 40.864166 , -73.88881
10459 , 40.825432 , -73.89327
10460 , 40.84095 , -73.88036
10461 , 40.842917 , -73.83819
10462 , 40.842173 , -73.85862
10463 , 40.881086 , -73.90749
10464 , 40.857017 , -73.78903
